timestamp,azure_region,service_type,demand_units,capacity_allocated,service_availability,is_holiday,gdp_growth_rate,inflation_rate,it_sector_growth_index
27-01-2023,Europe,Storage,226,249,99.82,0,5.62,6.8,111.96
28-01-2023,India,Compute,231,254,99.68,0,5.62,6.8,111.96
28-01-2023,India,Storage,293,347,99.65,0,5.62,6.8,111.96
28-01-2023,US,Compute,194,215,99.96,0,5.62,6.8,111.96
28-01-2023,US,Storage,235,264,99.73,0,5.62,6.8,111.96
28-01-2023,Europe,Compute,173,197,99.74,0,5.62,6.8,111.96
28-01-2023,Europe,Storage,271,329,99.88,0,5.62,6.8,111.96
29-01-2023,India,Compute,219,276,99.94,1,5.62,6.8,111.96
29-01-2023,India,Storage,208,243,99.79,1,5.62,6.8,111.96
29-01-2023,US,Compute,129,173,99.77,1,5.62,6.8,111.96
29-01-2023,US,Storage,177,200,99.63,1,5.62,6.8,111.96
29-01-2023,Europe,Compute,143,169,99.79,1,5.62,6.8,111.96
29-01-2023,Europe,Storage,234,288,99.74,1,5.62,6.8,111.96
30-01-2023,India,Compute,175,203,99.58,0,5.62,6.8,111.96
30-01-2023,India,Storage,160,209,99.9,0,5.62,6.8,111.96
30-01-2023,US,Compute,212,248,99.68,0,5.62,6.8,111.96
30-01-2023,US,Storage,117,142,99.68,0,5.62,6.8,111.96
30-01-2023,Europe,Compute,122,153,99.6,0,5.62,6.8,111.96
30-01-2023,Europe,Storage,201,250,99.93,0,5.62,6.8,111.96
31-01-2023,India,Compute,116,139,99.71,0,5.62,6.8,111.96
31-01-2023,India,Storage,154,186,99.65,0,5.62,6.8,111.96
31-01-2023,US,Compute,192,242,99.86,0,5.62,6.8,111.96
31-01-2023,US,Storage,113,165,99.71,0,5.62,6.8,111.96
31-01-2023,Europe,Compute,120,177,99.84,0,5.62,6.8,111.96
31-01-2023,Europe,Storage,117,160,99.54,0,5.62,6.8,111.96
01-02-2023,India,Compute,270,322,99.83,0,6.3,3.62,94.68
01-02-2023,India,Storage,277,309,99.8,0,6.3,3.62,94.68
01-02-2023,US,Compute,140,194,99.53,0,6.3,3.62,94.68
01-02-2023,US,Storage,208,252,99.86,0,6.3,3.62,94.68
01-02-2023,Europe,Compute,230,286,99.77,0,6.3,3.62,94.68
01-02-2023,Europe,Storage,129,169,99.79,0,6.3,3.62,94.68
02-02-2023,India,Compute,183,210,99.86,0,6.3,3.62,94.68
02-02-2023,India,Storage,299,350,99.78,0,6.3,3.62,94.68
02-02-2023,US,Compute,186,243,99.78,0,6.3,3.62,94.68
02-02-2023,US,Storage,194,214,99.52,0,6.3,3.62,94.68
02-02-2023,Europe,Compute,209,232,99.91,0,6.3,3.62,94.68
02-02-2023,Europe,Storage,223,272,99.86,0,6.3,3.62,94.68
03-02-2023,India,Compute,295,320,99.9,0,6.3,3.62,94.68
03-02-2023,India,Storage,144,177,99.63,0,6.3,3.62,94.68
03-02-2023,US,Compute,178,234,99.5,0,6.3,3.62,94.68
03-02-2023,US,Storage,284,341,99.8,0,6.3,3.62,94.68
03-02-2023,Europe,Compute,137,177,99.79,0,6.3,3.62,94.68
03-02-2023,Europe,Storage,151,193,99.67,0,6.3,3.62,94.68
04-02-2023,India,Compute,263,284,99.72,0,6.3,3.62,94.68
04-02-2023,India,Storage,212,245,99.72,0,6.3,3.62,94.68
04-02-2023,US,Compute,238,269,99.87,0,6.3,3.62,94.68
04-02-2023,US,Storage,124,160,99.83,0,6.3,3.62,94.68
04-02-2023,Europe,Compute,206,228,99.53,0,6.3,3.62,94.68
04-02-2023,Europe,Storage,217,267,99.56,0,6.3,3.62,94.68
05-02-2023,India,Compute,134,177,99.71,1,6.3,3.62,94.68
05-02-2023,India,Storage,119,177,99.71,1,6.3,3.62,94.68
05-02-2023,US,Compute,270,299,99.89,1,6.3,3.62,94.68
05-02-2023,US,Storage,177,205,99.62,1,6.3,3.62,94.68
05-02-2023,Europe,Compute,126,179,99.94,1,6.3,3.62,94.68
05-02-2023,Europe,Storage,259,314,99.56,1,6.3,3.62,94.68
06-02-2023,India,Compute,137,175,99.52,0,6.3,3.62,94.68
06-02-2023,India,Storage,139,174,99.81,0,6.3,3.62,94.68
06-02-2023,US,Compute,275,301,99.6,0,6.3,3.62,94.68
06-02-2023,US,Storage,267,299,99.69,0,6.3,3.62,94.68
06-02-2023,Europe,Compute,120,163,99.91,0,6.3,3.62,94.68
06-02-2023,Europe,Storage,257,296,99.7,0,6.3,3.62,94.68
07-02-2023,India,Compute,273,329,99.62,0,6.3,3.62,94.68
07-02-2023,India,Storage,258,314,99.63,0,6.3,3.62,94.68
07-02-2023,US,Compute,127,173,99.83,0,6.3,3.62,94.68
07-02-2023,US,Storage,177,209,99.97,0,6.3,3.62,94.68
07-02-2023,Europe,Compute,151,174,99.75,0,6.3,3.62,94.68
07-02-2023,Europe,Storage,206,227,99.64,0,6.3,3.62,94.68
08-02-2023,India,Compute,290,337,99.75,0,6.3,3.62,94.68
08-02-2023,India,Storage,274,301,99.53,0,6.3,3.62,94.68
08-02-2023,US,Compute,183,224,99.73,0,6.3,3.62,94.68
08-02-2023,US,Storage,281,319,99.64,0,6.3,3.62,94.68
08-02-2023,Europe,Compute,214,265,99.69,0,6.3,3.62,94.68
08-02-2023,Europe,Storage,228,272,99.91,0,6.3,3.62,94.68
09-02-2023,India,Compute,286,337,99.75,0,6.3,3.62,94.68
09-02-2023,India,Storage,275,299,99.71,0,6.3,3.62,94.68
09-02-2023,US,Compute,217,255,99.77,0,6.3,3.62,94.68
09-02-2023,US,Storage,211,249,99.68,0,6.3,3.62,94.68
09-02-2023,Europe,Compute,253,299,99.77,0,6.3,3.62,94.68
09-02-2023,Europe,Storage,110,164,99.95,0,6.3,3.62,94.68
10-02-2023,India,Compute,283,341,99.66,0,6.3,3.62,94.68
10-02-2023,India,Storage,242,276,99.55,0,6.3,3.62,94.68
10-02-2023,US,Compute,251,301,99.96,0,6.3,3.62,94.68
10-02-2023,US,Storage,186,222,99.64,0,6.3,3.62,94.68
10-02-2023,Europe,Compute,240,274,99.91,0,6.3,3.62,94.68
10-02-2023,Europe,Storage,106,135,99.77,0,6.3,3.62,94.68
11-02-2023,India,Compute,222,253,99.56,0,6.3,3.62,94.68
11-02-2023,India,Storage,118,163,99.87,0,6.3,3.62,94.68
11-02-2023,US,Compute,179,222,99.68,0,6.3,3.62,94.68
11-02-2023,US,Storage,182,224,99.94,0,6.3,3.62,94.68
11-02-2023,Europe,Compute,181,229,99.7,0,6.3,3.62,94.68
11-02-2023,Europe,Storage,149,186,99.54,0,6.3,3.62,94.68
12-02-2023,India,Compute,113,171,99.75,1,6.3,3.62,94.68
12-02-2023,India,Storage,189,234,99.6,1,6.3,3.62,94.68
12-02-2023,US,Compute,152,185,99.98,1,6.3,3.62,94.68
12-02-2023,US,Storage,190,214,99.98,1,6.3,3.62,94.68
12-02-2023,Europe,Compute,252,307,99.52,1,6.3,3.62,94.68
12-02-2023,Europe,Storage,129,153,99.62,1,6.3,3.62,94.68
13-02-2023,India,Compute,133,165,99.85,0,6.3,3.62,94.68
13-02-2023,India,Storage,252,296,99.58,0,6.3,3.62,94.68
13-02-2023,US,Compute,168,222,99.84,0,6.3,3.62,94.68
13-02-2023,US,Storage,210,232,99.95,0,6.3,3.62,94.68
13-02-2023,Europe,Compute,255,314,99.69,0,6.3,3.62,94.68
13-02-2023,Europe,Storage,107,133,99.64,0,6.3,3.62,94.68
14-02-2023,India,Compute,125,176,99.63,0,6.3,3.62,94.68
14-02-2023,India,Storage,263,297,99.8,0,6.3,3.62,94.68
14-02-2023,US,Compute,255,280,99.5,0,6.3,3.62,94.68
14-02-2023,US,Storage,168,216,99.58,0,6.3,3.62,94.68
14-02-2023,Europe,Compute,288,327,99.66,0,6.3,3.62,94.68
14-02-2023,Europe,Storage,236,257,99.77,0,6.3,3.62,94.68
15-02-2023,India,Compute,297,344,99.78,0,6.3,3.62,94.68
15-02-2023,India,Storage,276,314,99.74,0,6.3,3.62,94.68
15-02-2023,US,Compute,202,231,99.56,0,6.3,3.62,94.68
15-02-2023,US,Storage,105,142,99.69,0,6.3,3.62,94.68
15-02-2023,Europe,Compute,198,237,99.61,0,6.3,3.62,94.68
15-02-2023,Europe,Storage,245,279,99.59,0,6.3,3.62,94.68
16-02-2023,India,Compute,266,298,99.77,0,6.3,3.62,94.68
16-02-2023,India,Storage,170,216,99.91,0,6.3,3.62,94.68
16-02-2023,US,Compute,136,179,99.83,0,6.3,3.62,94.68
16-02-2023,US,Storage,127,150,99.67,0,6.3,3.62,94.68
16-02-2023,Europe,Compute,242,268,99.51,0,6.3,3.62,94.68
16-02-2023,Europe,Storage,161,193,99.85,0,6.3,3.62,94.68
17-02-2023,India,Compute,288,326,99.79,0,6.3,3.62,94.68
17-02-2023,India,Storage,254,294,99.84,0,6.3,3.62,94.68
17-02-2023,US,Compute,164,195,99.85,0,6.3,3.62,94.68
17-02-2023,US,Storage,241,282,99.9,0,6.3,3.62,94.68
17-02-2023,Europe,Compute,238,287,99.76,0,6.3,3.62,94.68
17-02-2023,Europe,Storage,292,350,99.63,0,6.3,3.62,94.68
18-02-2023,India,Compute,134,168,99.71,0,6.3,3.62,94.68
18-02-2023,India,Storage,203,231,99.54,0,6.3,3.62,94.68
18-02-2023,US,Compute,168,195,99.96,0,6.3,3.62,94.68
18-02-2023,US,Storage,164,206,99.64,0,6.3,3.62,94.68
18-02-2023,Europe,Compute,215,243,99.66,0,6.3,3.62,94.68
18-02-2023,Europe,Storage,223,254,99.67,0,6.3,3.62,94.68
19-02-2023,India,Compute,163,186,99.61,1,6.3,3.62,94.68
19-02-2023,India,Storage,283,313,99.97,1,6.3,3.62,94.68
19-02-2023,US,Compute,214,261,99.73,1,6.3,3.62,94.68
19-02-2023,US,Storage,174,221,99.73,1,6.3,3.62,94.68
19-02-2023,Europe,Compute,236,294,99.74,1,6.3,3.62,94.68
19-02-2023,Europe,Storage,163,209,99.83,1,6.3,3.62,94.68
20-02-2023,India,Compute,278,309,99.61,0,6.3,3.62,94.68
20-02-2023,India,Storage,130,150,99.93,0,6.3,3.62,94.68
20-02-2023,US,Compute,177,218,99.5,0,6.3,3.62,94.68
20-02-2023,US,Storage,173,231,99.94,0,6.3,3.62,94.68
20-02-2023,Europe,Compute,284,324,99.59,0,6.3,3.62,94.68
20-02-2023,Europe,Storage,120,153,99.67,0,6.3,3.62,94.68
21-02-2023,India,Compute,111,164,99.63,0,6.3,3.62,94.68
21-02-2023,India,Storage,117,159,99.75,0,6.3,3.62,94.68
21-02-2023,US,Compute,196,243,99.61,0,6.3,3.62,94.68
21-02-2023,US,Storage,248,285,99.83,0,6.3,3.62,94.68
21-02-2023,Europe,Compute,130,182,99.8,0,6.3,3.62,94.68
21-02-2023,Europe,Storage,124,165,99.53,0,6.3,3.62,94.68
22-02-2023,India,Compute,250,305,99.5,0,6.3,3.62,94.68
22-02-2023,India,Storage,203,244,99.9,0,6.3,3.62,94.68
22-02-2023,US,Compute,230,261,99.94,0,6.3,3.62,94.68
22-02-2023,US,Storage,171,204,99.58,0,6.3,3.62,94.68
22-02-2023,Europe,Compute,200,250,99.99,0,6.3,3.62,94.68
22-02-2023,Europe,Storage,216,254,99.89,0,6.3,3.62,94.68
23-02-2023,India,Compute,282,312,99.65,0,6.3,3.62,94.68
23-02-2023,India,Storage,169,218,99.73,0,6.3,3.62,94.68
23-02-2023,US,Compute,161,204,99.74,0,6.3,3.62,94.68
23-02-2023,US,Storage,190,230,99.71,0,6.3,3.62,94.68
23-02-2023,Europe,Compute,207,256,99.62,0,6.3,3.62,94.68
23-02-2023,Europe,Storage,285,342,99.69,0,6.3,3.62,94.68
24-02-2023,India,Compute,157,209,99.86,0,6.3,3.62,94.68
24-02-2023,India,Storage,298,354,99.75,0,6.3,3.62,94.68
24-02-2023,US,Compute,124,149,99.59,0,6.3,3.62,94.68
24-02-2023,US,Storage,145,194,99.82,0,6.3,3.62,94.68
24-02-2023,Europe,Compute,247,274,99.79,0,6.3,3.62,94.68
24-02-2023,Europe,Storage,118,164,99.59,0,6.3,3.62,94.68
25-02-2023,India,Compute,205,260,99.69,0,6.3,3.62,94.68
25-02-2023,India,Storage,152,178,99.72,0,6.3,3.62,94.68
25-02-2023,US,Compute,137,166,99.67,0,6.3,3.62,94.68
25-02-2023,US,Storage,257,296,99.96,0,6.3,3.62,94.68
25-02-2023,Europe,Compute,267,291,99.64,0,6.3,3.62,94.68
25-02-2023,Europe,Storage,204,252,99.64,0,6.3,3.62,94.68
26-02-2023,India,Compute,235,264,99.81,1,6.3,3.62,94.68
26-02-2023,India,Storage,157,206,99.71,1,6.3,3.62,94.68
26-02-2023,US,Compute,106,140,99.58,1,6.3,3.62,94.68
26-02-2023,US,Storage,167,211,99.68,1,6.3,3.62,94.68
26-02-2023,Europe,Compute,103,129,99.7,1,6.3,3.62,94.68
26-02-2023,Europe,Storage,119,153,99.85,1,6.3,3.62,94.68
27-02-2023,India,Compute,147,181,99.75,0,6.3,3.62,94.68
27-02-2023,India,Storage,225,247,99.57,0,6.3,3.62,94.68
27-02-2023,US,Compute,131,165,99.56,0,6.3,3.62,94.68
27-02-2023,US,Storage,205,262,99.59,0,6.3,3.62,94.68
27-02-2023,Europe,Compute,237,292,99.97,0,6.3,3.62,94.68
27-02-2023,Europe,Storage,121,180,99.55,0,6.3,3.62,94.68
28-02-2023,India,Compute,100,143,99.96,0,6.3,3.62,94.68
28-02-2023,India,Storage,163,201,99.89,0,6.3,3.62,94.68
28-02-2023,US,Compute,233,285,99.73,0,6.3,3.62,94.68
28-02-2023,US,Storage,229,259,99.76,0,6.3,3.62,94.68
28-02-2023,Europe,Compute,112,141,99.85,0,6.3,3.62,94.68
28-02-2023,Europe,Storage,172,193,99.55,0,6.3,3.62,94.68
01-03-2023,India,Compute,140,169,99.78,0,4.67,6.46,108.03
01-03-2023,India,Storage,294,324,99.67,0,4.67,6.46,108.03
01-03-2023,US,Compute,209,238,99.8,0,4.67,6.46,108.03
01-03-2023,US,Storage,204,243,99.61,0,4.67,6.46,108.03
01-03-2023,Europe,Compute,182,235,99.57,0,4.67,6.46,108.03
01-03-2023,Europe,Storage,244,273,99.94,0,4.67,6.46,108.03
02-03-2023,India,Compute,112,145,99.92,0,4.67,6.46,108.03
02-03-2023,India,Storage,292,349,99.68,0,4.67,6.46,108.03
02-03-2023,US,Compute,102,142,99.81,0,4.67,6.46,108.03
02-03-2023,US,Storage,229,273,99.6,0,4.67,6.46,108.03
02-03-2023,Europe,Compute,213,235,99.85,0,4.67,6.46,108.03
02-03-2023,Europe,Storage,299,357,99.61,0,4.67,6.46,108.03
03-03-2023,India,Compute,298,323,99.91,0,4.67,6.46,108.03
03-03-2023,India,Storage,143,184,99.83,0,4.67,6.46,108.03
03-03-2023,US,Compute,225,254,99.57,0,4.67,6.46,108.03
03-03-2023,US,Storage,190,220,99.58,0,4.67,6.46,108.03
03-03-2023,Europe,Compute,106,160,99.89,0,4.67,6.46,108.03
03-03-2023,Europe,Storage,139,198,99.57,0,4.67,6.46,108.03
04-03-2023,India,Compute,294,348,99.94,0,4.67,6.46,108.03
04-03-2023,India,Storage,291,345,99.96,0,4.67,6.46,108.03
04-03-2023,US,Compute,125,173,99.83,0,4.67,6.46,108.03
04-03-2023,US,Storage,224,253,99.53,0,4.67,6.46,108.03
04-03-2023,Europe,Compute,113,163,99.79,0,4.67,6.46,108.03
04-03-2023,Europe,Storage,173,212,99.51,0,4.67,6.46,108.03
05-03-2023,India,Compute,281,318,99.57,1,4.67,6.46,108.03
05-03-2023,India,Storage,132,182,99.52,1,4.67,6.46,108.03
05-03-2023,US,Compute,132,156,99.71,1,4.67,6.46,108.03
05-03-2023,US,Storage,139,183,99.57,1,4.67,6.46,108.03
05-03-2023,Europe,Compute,241,300,99.59,1,4.67,6.46,108.03
05-03-2023,Europe,Storage,140,164,99.78,1,4.67,6.46,108.03
06-03-2023,India,Compute,156,176,99.63,0,4.67,6.46,108.03
06-03-2023,India,Storage,203,261,99.98,0,4.67,6.46,108.03
06-03-2023,US,Compute,137,176,99.65,0,4.67,6.46,108.03
06-03-2023,US,Storage,231,266,99.58,0,4.67,6.46,108.03
